Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,CLTV,Churn Value
0,0,1,0,37,0,1,0,2,0,0,2,2,0,2,0,2,45.4,1048,4051,0
1,0,1,1,30,1,2,1,0,0,0,0,2,0,0,0,2,85.45,2164,3409,0
0,0,0,0,38,1,2,0,2,2,2,0,2,2,1,0,0,84.1,2771,2604,0
0,0,1,0,52,0,1,0,2,2,2,2,2,2,2,0,1,66.25,2892,4275,0
1,0,0,1,71,1,0,0,2,2,2,2,2,0,2,1,1,76.9,4588,4633,0
1,0,0,0,66,1,2,0,2,2,2,0,0,2,2,1,1,74.6,4048,4838,0
1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,116.95,6238,5949,0
1,0,0,1,25,0,1,0,2,0,0,0,2,0,1,1,1,40.65,6486,5079,0
1,0,1,1,69,1,2,1,2,2,2,2,2,2,2,1,0,114.35,5853,6082,0
1,0,1,1,53,1,2,0,2,2,0,0,0,2,2,0,0,69.7,3175,4975,0
1,0,0,0,26,1,0,1,0,0,2,2,2,2,0,1,2,98.65,2190,4191,0
1,0,0,0,21,1,0,0,0,0,2,0,0,2,0,0,3,61.65,718,2926,0
0,0,0,1,1,1,0,1,0,0,0,0,2,2,0,1,2,89.35,6300,2432,0
1,0,0,0,48,1,2,1,2,0,0,2,0,2,0,1,2,95.4,3771,4334,0
0,0,1,0,26,0,1,0,2,0,2,0,0,0,1,0,1,35.4,6497,2519,0
1,0,1,0,60,1,0,2,1,1,1,1,1,1,2,0,3,19.95,468,5971,0
1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,19.25,2874,4769,0
0,0,0,1,4,1,0,2,1,1,1,1,1,1,1,1,3,20.4,6177,5602,0
1,0,1,1,65,1,2,2,1,1,1,1,1,1,2,0,1,24.75,1218,6263,0
1,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,3,25.35,1219,6059,0
1,0,0,1,62,1,0,2,1,1,1,1,1,1,2,0,0,20.0,457,4402,0
0,0,1,1,66,1,0,0,2,0,0,0,2,0,2,1,2,59.75,3412,5979,0
0,0,1,1,65,1,2,0,2,2,0,2,2,2,2,1,0,82.5,4369,5314,0
0,0,0,0,34,1,0,2,1,1,1,1,1,1,0,0,3,20.35,5336,2864,0
1,0,1,1,16,1,2,1,0,0,2,0,2,0,0,1,0,90.8,820,5560,0
0,1,0,0,50,1,2,1,0,0,2,2,2,2,0,1,2,104.95,4375,5570,0
1,0,1,0,71,1,0,1,0,2,2,2,2,2,2,1,2,105.25,5659,6319,0
1,0,0,0,18,1,2,2,1,1,1,1,1,1,1,0,3,23.75,3618,3076,0
1,0,0,0,4,1,0,0,0,0,0,2,2,0,0,1,2,61.3,2134,5281,0
0,0,1,1,58,1,2,0,2,0,2,2,2,0,2,0,3,75.8,3755,4292,0
0,0,1,0,56,1,2,1,2,0,0,0,2,2,1,1,2,98.0,4412,4615,0
1,0,1,1,56,0,1,0,2,2,0,2,2,0,1,1,3,52.0,2491,5845,0
0,0,0,0,4,1,2,0,0,0,0,2,2,0,0,1,3,64.4,2182,3334,0
1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,45.8,3702,5586,0
1,0,0,0,4,0,1,0,0,0,0,2,0,0,0,0,2,30.5,336,3030,0
0,0,1,0,51,1,0,1,0,0,0,0,0,0,0,0,3,69.15,3151,5187,0
0,0,0,0,6,0,1,0,0,0,0,2,2,2,1,1,3,49.25,2207,2979,0
1,0,1,1,63,0,1,0,0,2,2,2,0,0,2,0,0,39.35,2032,5374,0
0,0,1,0,48,1,2,1,0,2,0,2,2,2,0,1,1,105.1,4295,3109,0
0,0,0,1,35,1,0,2,1,1,1,1,1,1,1,1,1,20.1,5179,3726,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.75,3339,4064,0
0,0,0,0,50,1,0,2,1,1,1,1,1,1,1,0,0,19.75,6507,4934,0
0,0,0,0,33,1,0,1,0,0,0,0,0,0,0,1,0,70.4,2052,4860,0
1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,3,20.45,5143,2598,0
0,0,1,1,9,1,0,2,1,1,1,1,1,1,2,0,3,20.35,1509,5352,0
0,0,1,1,54,1,2,0,0,2,2,2,2,2,0,1,2,86.2,3851,6275,0
0,0,0,0,46,1,0,1,2,2,2,0,2,0,1,1,1,95.65,3945,4727,0
1,0,0,1,34,1,2,1,2,2,0,0,2,2,1,1,2,103.8,3004,5382,0
1,0,1,1,71,1,2,1,2,0,0,0,2,2,2,1,2,97.2,5459,4603,0
0,0,1,1,63,1,0,0,2,2,2,2,0,0,2,0,3,63.55,3429,5733,0
0,0,0,0,51,1,2,2,1,1,1,1,1,1,2,0,0,24.95,523,5458,0
0,0,1,0,64,1,0,1,2,0,2,0,2,2,2,1,0,99.0,5140,5483,0
1,1,1,0,61,1,2,1,0,2,0,2,0,0,1,1,0,85.55,4398,4845,0
0,0,0,0,15,1,0,1,0,0,2,0,2,2,0,1,1,94.0,917,4521,0
0,0,0,0,18,1,2,0,0,0,0,0,0,0,0,1,2,50.3,6351,5877,0
0,0,1,1,57,1,0,1,0,2,0,0,2,2,1,1,2,95.0,4593,6245,0
1,0,1,1,14,1,0,0,2,2,0,0,0,2,2,1,0,61.4,6082,3186,0
1,1,0,0,18,1,2,1,0,2,0,0,0,0,0,1,1,80.55,754,5137,0
0,1,1,0,72,1,2,1,2,0,0,0,0,0,2,0,0,78.5,4641,6072,0
1,0,1,0,70,1,2,1,2,2,2,2,2,2,2,0,1,114.3,6110,4280,0
0,0,0,0,38,1,0,2,1,1,1,1,1,1,2,0,3,20.05,5733,2295,0
1,0,1,1,68,1,0,0,2,2,2,2,0,0,2,0,1,62.65,3714,5215,0
1,1,1,0,65,1,2,1,2,2,0,0,2,0,2,1,1,92.7,4888,5205,0
0,0,0,0,30,1,2,1,0,0,2,0,2,2,0,0,2,100.45,2693,3936,0
1,0,1,0,51,1,2,0,0,0,0,2,2,2,2,1,0,75.2,3345,4708,0
0,0,0,0,31,1,2,1,2,0,2,0,0,0,0,1,1,84.75,2262,3727,0
0,0,1,1,72,1,2,0,2,2,2,2,0,2,2,1,0,79.5,4682,4390,0
0,0,0,0,37,1,0,2,1,1,1,1,1,1,1,1,2,19.8,5474,5987,0
1,0,0,0,55,1,0,1,2,2,0,0,2,2,1,1,3,100.9,4605,5101,0
1,0,0,1,33,1,2,1,2,0,2,0,0,2,0,1,0,95.3,2851,3087,0
0,0,1,1,46,1,0,1,0,0,2,2,0,2,1,0,0,90.95,3613,5187,0
0,0,0,1,1,1,0,0,2,0,0,2,0,0,0,0,2,54.5,4488,4359,0
0,0,1,1,19,1,0,0,0,0,2,0,0,0,0,1,0,49.6,6472,5735,0
0,0,0,1,61,1,2,2,1,1,1,1,1,1,2,1,1,25.0,898,4673,0
1,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,2,45.45,425,5451,0
1,0,1,0,45,1,2,1,0,2,2,0,2,2,0,1,0,107.75,4124,3301,0
1,0,1,1,62,1,2,1,0,0,2,0,2,0,2,1,1,89.1,4502,5995,0
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,44.75,878,3422,0
0,0,1,1,41,1,2,1,2,2,2,0,0,2,1,1,0,101.6,3363,3275,0
1,0,1,1,67,1,0,1,0,2,2,2,2,2,2,0,0,103.15,5439,4376,0
0,0,1,0,71,1,2,1,2,2,0,0,2,0,1,0,3,95.65,5413,5856,0
0,0,1,1,37,1,0,0,2,2,0,0,2,2,1,0,0,75.1,2309,4131,0
1,0,1,0,60,1,0,0,2,2,0,2,0,0,2,1,3,61.35,3231,6174,0
0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,1,19.7,528,5387,0
0,0,1,1,11,1,0,0,2,0,0,0,0,0,0,0,0,51.0,4788,5777,0
0,0,1,1,10,1,0,1,0,0,0,0,2,2,0,1,2,88.85,6389,4531,0
1,0,1,0,34,1,0,2,1,1,1,1,1,1,2,0,1,20.05,5369,2236,0
0,0,0,0,62,1,0,0,2,0,0,2,0,2,2,1,3,65.1,3291,5172,0
1,0,1,0,64,1,2,0,0,2,0,2,0,2,1,1,3,70.15,3800,5037,0
1,0,0,0,25,1,0,2,1,1,1,1,1,1,2,1,3,20.75,4218,5161,0
0,0,0,0,26,1,0,0,0,2,2,0,0,0,1,1,3,56.05,991,3079,0
1,0,0,1,10,1,0,2,1,1,1,1,1,1,1,1,0,19.95,1808,3044,0
0,0,0,0,53,1,2,1,2,2,2,0,2,0,1,0,3,98.6,4444,4635,0
1,0,0,0,33,1,0,1,0,2,2,0,0,0,0,1,1,79.0,2233,4396,0
0,1,1,0,71,1,0,1,0,2,2,0,0,2,2,0,1,89.45,5177,6004,0
0,0,0,0,29,1,2,1,0,0,0,0,0,0,0,1,2,74.2,1603,3982,0
1,0,1,1,24,1,2,0,2,0,0,2,2,2,0,0,0,81.0,1522,3019,0
1,0,1,1,20,1,0,0,0,0,2,0,0,0,0,1,2,49.6,6417,3235,0
0,0,0,0,1,1,2,1,0,0,0,0,2,0,0,1,2,84.6,6175,2196,0
0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,0,84.2,4904,5598,0
1,0,1,0,52,1,0,1,2,2,2,2,2,2,2,1,2,106.3,4553,4969,0
0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,2,69.05,5212,5121,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.4,3818,4916,0
1,0,1,1,69,1,2,1,0,0,0,2,2,2,2,1,2,99.35,5412,4637,0
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,50.75,4234,2250,0
1,0,0,0,54,1,2,0,2,0,2,2,2,2,2,0,0,87.1,4004,5418,0
1,0,0,1,33,1,0,2,1,1,1,1,1,1,1,1,3,20.15,5390,5759,0
1,1,1,0,45,1,2,1,0,2,2,2,2,0,1,1,0,98.7,3852,2535,0
0,0,0,1,11,0,1,0,0,0,0,0,0,0,0,0,2,25.2,2789,5916,0
1,0,0,0,6,1,0,0,2,2,0,0,0,0,0,1,0,55.7,2907,2482,0
1,0,0,0,21,1,0,0,2,0,2,0,2,0,0,0,0,65.35,783,2887,0
0,0,1,1,65,1,2,2,1,1,1,1,1,1,2,1,0,25.3,1269,4533,0
1,0,1,1,43,1,2,2,1,1,1,1,1,1,2,0,3,24.25,150,4432,0
1,0,1,1,60,1,0,0,2,2,2,0,0,0,2,0,0,60.5,3187,6026,0
1,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,1,25.1,3272,4580,0
1,0,1,1,35,1,0,2,1,1,1,1,1,1,1,0,0,20.05,5754,3942,0
0,0,1,1,12,0,1,0,0,0,0,2,0,0,1,0,1,30.25,3172,5988,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,1610,4496,0
0,0,0,0,28,1,0,0,2,2,0,2,0,0,1,1,2,59.9,1139,4131,0
1,0,1,0,70,1,2,2,1,1,1,1,1,1,2,0,0,25.15,1545,4279,0
1,0,0,0,18,1,0,1,0,2,2,0,2,2,0,0,1,101.3,1334,5948,0
1,0,1,0,70,1,2,0,2,0,0,2,2,2,2,1,1,76.95,4420,6280,0
0,0,1,1,9,1,2,0,0,2,0,0,0,0,0,1,3,55.3,4241,4291,0
0,1,0,0,67,1,0,1,2,2,0,2,2,0,2,1,0,92.45,5011,5857,0
0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,48.45,4050,5838,0
0,0,1,1,18,1,0,2,1,1,1,1,1,1,2,0,3,19.35,2683,2269,0
1,1,1,1,71,1,0,1,2,2,2,0,0,0,1,1,0,86.7,5035,4485,0
1,0,1,0,1,1,0,0,2,0,2,0,0,0,0,0,3,55.7,4566,5664,0
0,0,0,0,55,1,2,1,2,0,2,0,0,0,1,1,1,84.25,3897,5735,0
1,0,0,0,59,1,0,0,0,0,2,2,2,0,0,1,2,64.65,3215,5687,0
0,0,1,0,7,1,0,1,0,0,0,0,0,0,0,1,0,69.2,4037,2551,0
1,0,1,1,45,1,0,0,2,0,0,2,0,0,2,0,0,54.65,2211,5083,0
0,0,1,1,54,1,2,2,1,1,1,1,1,1,1,1,0,24.75,624,6466,0
1,0,1,1,51,1,2,2,1,1,1,1,1,1,1,1,3,23.95,396,5895,0
0,1,1,0,72,1,2,1,0,2,2,0,2,2,1,0,1,105.0,5814,6423,0
1,0,1,0,44,1,0,0,2,2,0,2,0,0,1,1,0,59.85,2255,5981,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.05,3589,4394,0
0,0,0,0,66,1,2,1,0,0,2,0,2,0,1,1,0,92.15,4952,4928,0
1,0,1,1,68,0,1,0,2,2,0,0,2,0,1,0,3,44.8,2579,4112,0
0,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,1,20.9,5434,5581,0
0,1,0,0,21,1,2,1,0,0,0,0,2,2,0,1,0,95.4,1659,5691,0
1,0,0,1,21,1,2,1,2,0,0,0,0,0,0,0,2,80.35,1267,4579,0
0,0,1,1,55,1,2,0,2,0,2,2,2,2,2,1,0,85.1,3941,5661,0
1,1,1,0,71,1,2,1,2,2,2,2,2,2,2,1,0,115.05,6030,4438,0
1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,3,19.95,3683,2233,0
0,0,1,0,67,1,2,0,0,2,2,2,2,2,2,0,0,86.15,4828,5037,0
0,1,0,0,14,1,0,1,2,2,0,0,0,0,0,0,2,78.85,86,5327,0
1,1,1,0,21,1,0,1,0,0,2,0,2,0,0,0,0,86.55,1421,5318,0
1,0,0,0,4,0,1,0,2,2,0,2,0,0,0,0,3,42.4,847,4282,0
1,0,1,0,70,1,2,2,1,1,1,1,1,1,2,0,0,24.25,1229,4118,0
1,1,0,0,21,1,0,2,1,1,1,1,1,1,1,0,0,20.5,3649,5766,0
1,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,1,19.6,3082,5909,0
1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,0,20.25,4122,3339,0
0,0,0,0,63,1,0,2,1,1,1,1,1,1,2,1,3,20.6,543,6469,0
0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,0,19.8,684,5169,0
0,0,0,0,5,1,0,1,0,0,0,0,2,0,0,0,2,80.2,3286,3391,0
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,116.4,6225,6491,0
0,0,0,0,13,0,1,0,0,2,0,0,0,0,0,1,2,31.65,3333,4959,0
1,0,1,0,61,1,0,1,0,2,2,2,0,2,0,0,1,94.15,4736,4806,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.65,1619,2729,0
0,1,1,0,56,1,2,1,0,0,0,2,0,0,0,1,0,76.85,3640,6035,0
0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.15,6174,5535,0
1,0,0,0,35,1,2,0,2,0,0,0,0,0,2,0,3,55.25,1523,5498,0
1,0,1,0,72,1,2,0,0,2,2,0,2,2,2,0,0,82.15,4770,4552,0
0,1,0,0,49,1,2,1,2,2,2,2,0,2,1,0,0,103.0,4339,5023,0
0,0,1,0,44,1,2,1,2,2,2,2,0,0,0,1,1,95.1,3472,2221,0
0,0,1,1,37,1,2,1,0,2,2,0,0,2,0,1,2,95.15,3062,3407,0
1,0,1,0,61,1,2,0,0,2,2,0,2,2,1,1,2,79.8,4163,6432,0
1,0,1,0,70,1,2,0,2,0,2,2,0,2,2,1,1,74.8,4446,6447,0
0,0,0,0,41,1,0,2,1,1,1,1,1,1,0,0,2,20.45,5891,2839,0
1,0,1,1,70,1,2,0,2,2,2,2,0,2,1,0,0,78.35,4526,4422,0
1,0,0,0,51,1,0,2,1,1,1,1,1,1,1,0,2,19.1,15,4120,0
0,0,1,1,42,1,0,2,1,1,1,1,1,1,2,0,3,20.0,6149,3413,0
1,0,0,0,48,1,0,2,1,1,1,1,1,1,1,0,0,19.95,11,4254,0
0,0,0,0,48,1,2,2,1,1,1,1,1,1,2,0,1,24.0,341,3948,0
0,0,0,0,27,1,0,2,1,1,1,1,1,1,1,0,3,19.15,4242,5606,0
0,1,0,0,46,1,0,1,0,2,2,0,2,0,1,1,0,91.3,3520,3191,0
1,0,1,1,25,1,0,2,1,1,1,1,1,1,0,1,3,19.15,4038,3829,0
1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,3,19.75,2297,2016,0
1,0,1,0,31,1,0,0,2,2,2,2,0,2,1,1,1,75.5,2072,5611,0
0,0,1,1,23,1,2,1,0,0,0,0,2,0,0,1,2,83.75,1411,3585,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.4,4981,5816,0
0,0,0,0,65,1,2,2,1,1,1,1,1,1,2,0,0,26.5,1195,4404,0
0,0,1,1,55,1,0,2,1,1,1,1,1,1,1,0,1,19.15,6527,5390,0
0,0,1,1,35,0,1,0,0,0,0,2,2,0,1,0,3,40.9,693,5691,0
1,0,0,0,6,1,0,0,2,0,2,2,2,2,2,1,3,80.25,4180,2706,0
1,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,70.8,378,5420,0
1,0,1,1,10,1,0,0,0,0,2,0,2,0,0,0,3,60.2,4663,5318,0
1,0,0,1,15,1,0,0,0,0,2,2,0,0,1,0,1,55.2,6248,3608,0
0,0,1,1,13,1,0,0,2,0,0,2,0,0,1,0,0,54.15,5526,4977,0
0,1,1,0,58,1,2,1,0,0,0,2,2,2,0,1,0,100.4,4747,4005,0
0,0,0,0,45,1,0,0,2,2,0,2,0,0,1,1,1,62.55,2423,2935,0
0,0,1,1,72,1,2,0,2,2,2,2,0,0,2,1,0,70.45,4338,4463,0
1,0,1,1,68,1,2,1,2,2,0,0,0,0,1,1,0,85.5,4701,4380,0
0,0,1,1,38,1,0,0,2,2,0,0,0,0,0,0,2,54.5,1700,5499,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.75,3738,3976,0
1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,3,20.35,1767,5597,0
0,1,1,0,20,1,0,1,0,0,0,0,2,2,1,1,0,91.0,1427,3748,0
1,0,1,0,72,1,2,1,0,2,2,0,2,2,2,1,0,104.8,5758,4165,0
1,0,0,0,40,1,0,0,0,0,0,2,0,0,0,1,2,51.1,1721,3355,0
1,1,1,0,62,1,2,1,0,2,0,0,0,2,0,1,0,89.8,4661,4981,0
0,0,0,1,22,1,0,2,1,1,1,1,1,1,0,1,2,20.55,3972,3169,0
0,0,0,0,11,1,0,0,2,0,2,0,0,2,0,0,0,64.05,5685,4171,0
1,1,1,0,7,1,2,1,0,0,0,0,0,0,0,1,2,74.85,4091,2259,0
1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,3,25.0,5908,2730,0
1,0,0,0,58,1,0,2,1,1,1,1,1,1,2,0,1,20.3,258,4335,0
1,0,0,1,6,1,2,2,1,1,1,1,1,1,0,0,3,26.35,1394,2189,0
0,0,1,0,22,1,0,0,0,2,2,0,0,0,0,1,3,54.7,333,5722,0
1,0,1,1,64,1,2,1,0,0,2,0,0,2,1,0,1,90.25,4660,4799,0
1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.65,175,3266,0
1,0,0,1,39,1,2,2,1,1,1,1,1,1,1,0,0,25.45,6463,5986,0
0,0,0,0,20,1,0,2,1,1,1,1,1,1,1,0,3,19.5,3447,4700,0
1,0,1,0,64,1,2,0,2,0,0,0,2,0,1,1,1,66.15,3731,4703,0
0,0,1,0,46,1,0,0,0,2,0,0,2,2,0,1,1,69.1,2750,2333,0
0,1,1,1,28,0,1,0,0,2,0,0,0,2,1,1,2,39.1,192,2305,0
0,0,1,0,33,1,0,2,1,1,1,1,1,1,0,0,3,20.05,5310,5759,0
1,0,1,1,39,1,0,0,2,2,2,0,0,0,1,0,2,59.8,1978,3093,0
0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,48.6,4052,3704,0
1,1,1,0,70,1,0,1,2,2,2,0,2,2,2,0,1,105.35,5784,5866,0
1,0,0,0,65,1,2,2,1,1,1,1,1,1,2,1,0,25.1,1230,5449,0
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,49.75,4144,2908,0
1,0,1,0,18,1,2,1,0,0,0,0,2,2,0,1,2,94.75,1191,4477,0
1,0,1,0,24,1,2,1,0,0,0,0,2,2,0,1,2,93.0,1881,5886,0
1,0,0,0,63,1,2,0,2,0,2,2,0,2,2,1,0,71.9,3799,5816,0
0,0,0,1,44,1,2,0,0,2,0,0,2,2,1,1,3,77.55,3005,5044,0
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,2,19.85,5089,5918,0
0,0,1,1,37,1,2,1,0,0,0,0,2,2,0,1,2,95.25,2879,2969,0
1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,1,0,25.05,6218,3800,0
1,0,1,0,35,0,1,0,2,0,2,0,2,2,1,0,1,53.15,1532,5638,0
0,0,1,0,4,1,0,2,1,1,1,1,1,1,0,0,2,20.15,6345,2198,0
0,1,1,0,39,1,2,1,0,0,0,2,2,2,0,1,2,101.25,3373,3172,0
1,1,1,0,43,1,0,1,0,2,2,0,2,2,1,1,0,100.55,3665,4499,0
0,0,1,0,61,1,2,2,1,1,1,1,1,1,2,0,0,25.3,995,4501,0
0,0,1,0,49,1,2,0,2,2,2,0,0,2,1,0,2,71.8,3006,6193,0
1,0,0,0,4,1,0,2,1,1,1,1,1,1,1,0,3,19.7,316,5018,0
0,0,1,1,64,0,1,0,0,2,2,2,0,2,2,0,2,49.85,2795,5644,0
1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,3,69.6,1694,5487,0
1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.75,1489,3068,0
1,0,1,0,40,1,0,1,0,2,2,0,0,0,1,0,2,80.8,2725,3387,0
0,1,1,0,34,1,0,0,0,0,2,2,2,0,1,0,0,64.2,1736,2225,0
0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,2,35.0,3028,4099,0
1,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,2,19.2,6334,3451,0
1,0,0,0,43,1,0,1,2,2,2,2,0,0,1,1,1,90.65,3321,2496,0
1,0,1,1,41,1,0,2,1,1,1,1,1,1,2,1,3,20.0,6281,5743,0
1,0,0,0,5,1,0,1,0,2,0,0,0,0,0,1,2,74.65,3279,3319,0
1,0,0,0,72,0,1,0,2,0,2,2,2,2,2,1,1,61.2,3728,4085,0
1,0,0,0,4,1,0,2,1,1,1,1,1,1,1,0,3,19.95,5376,2195,0
1,0,1,1,9,1,0,0,0,2,0,2,0,0,0,0,3,54.8,3848,2848,0
1,1,1,0,72,1,2,0,0,0,2,0,2,2,2,1,1,73.45,4452,5540,0
0,0,1,0,33,1,0,0,0,0,0,2,0,0,1,1,3,51.45,1281,4935,0
0,0,1,0,72,1,2,1,2,0,0,0,0,0,2,0,0,80.45,4738,4202,0
1,0,0,0,15,1,0,1,0,0,2,0,2,0,0,0,2,85.3,403,5559,0
1,1,1,0,29,1,2,1,0,0,0,2,0,0,0,1,2,79.3,2057,3172,0
0,0,1,1,15,1,0,0,0,2,2,2,2,2,0,0,0,76.5,292,3851,0
1,1,0,0,72,1,2,2,1,1,1,1,1,1,2,0,0,25.4,1356,6141,0
0,0,1,0,19,1,2,1,0,0,0,0,2,0,0,1,2,86.85,1013,5072,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,1487,3192,0
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,45.55,6173,4372,0
0,1,1,1,11,1,2,1,0,0,2,0,0,0,0,1,1,78.1,6249,2333,0
0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,3,19.3,1920,2868,0
0,0,1,0,70,1,2,1,0,2,2,2,2,2,2,1,2,110.5,5893,5979,0
0,0,0,0,23,1,0,2,1,1,1,1,1,1,0,1,0,20.3,3983,3630,0
1,1,0,0,49,1,2,0,2,2,2,2,0,2,2,0,1,81.35,3473,4537,0
1,0,0,1,2,1,0,0,0,0,0,0,0,2,0,1,2,55.3,158,4594,0
1,1,1,0,69,0,1,0,2,2,0,0,2,2,2,0,1,56.55,3377,4162,0
0,0,1,1,24,1,0,2,1,1,1,1,1,1,2,1,3,19.7,4186,3594,0
0,0,0,0,32,1,2,1,0,2,2,0,2,2,1,1,1,104.05,2960,2335,0
0,0,0,0,27,1,0,0,2,2,0,0,0,0,2,0,0,52.85,900,2842,0
1,0,0,0,58,1,2,1,0,0,0,2,0,0,0,0,0,80.65,4062,6043,0
0,0,1,1,18,1,2,2,1,1,1,1,1,1,2,1,1,24.65,3987,5231,0
0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,1,0,21.3,81,2861,0
0,0,1,1,70,1,2,1,0,2,2,2,2,2,2,1,2,110.2,5861,4098,0
0,0,1,1,36,1,0,0,2,0,0,0,0,0,0,0,1,51.05,1367,2161,0
1,0,0,0,67,1,0,2,1,1,1,1,1,1,2,1,3,19.8,570,4260,0
0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,19.9,1594,5811,0
1,1,0,0,19,1,0,1,2,0,0,0,0,2,0,1,2,87.3,1108,4447,0
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,19.85,592,6342,0
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,3,89.4,5141,6044,0
0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,3,20.0,6408,2608,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,1607,2067,0
1,0,1,1,18,1,0,0,2,0,2,2,2,2,0,0,2,83.25,1072,2065,0
1,1,1,0,67,1,2,1,0,2,0,2,2,2,2,0,0,102.9,5493,5869,0
1,0,1,1,69,0,1,0,2,0,2,2,0,0,2,0,3,39.1,2407,5987,0
1,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,3,114.5,6150,6051,0
0,1,0,0,38,1,0,2,1,1,1,1,1,1,2,0,3,20.2,5696,4947,0
1,1,1,0,40,1,0,0,0,0,0,0,0,2,1,0,2,55.8,1925,3587,0
0,0,1,1,61,1,2,2,1,1,1,1,1,1,2,1,3,24.2,826,6201,0
1,0,1,0,32,1,2,0,2,0,0,2,2,0,1,1,1,72.8,1968,3278,0
0,0,0,0,21,1,2,1,0,2,0,0,2,2,0,1,1,99.85,1599,2113,0
0,1,0,0,59,1,2,1,0,0,2,0,2,2,1,1,2,99.5,4832,5513,0
0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,1,20.25,63,5134,0
1,0,1,1,69,1,2,2,1,1,1,1,1,1,2,1,0,26.0,1336,4933,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,1,19.9,2863,5824,0
0,0,1,1,22,1,0,2,1,1,1,1,1,1,0,0,0,19.05,3867,4312,0
1,1,1,0,15,1,2,1,2,0,2,0,2,0,0,1,2,96.5,717,2394,0
0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,1,19.85,95,6338,0
0,1,1,0,28,1,2,2,1,1,1,1,1,1,0,0,3,25.7,5690,3136,0
1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,20.3,4021,4510,0
1,1,1,0,16,1,0,1,0,0,2,2,0,2,0,1,2,91.55,977,4045,0
0,0,1,1,48,0,1,0,2,2,0,2,0,0,2,0,3,39.4,1581,5701,0
1,1,1,0,30,1,2,1,2,2,2,2,2,0,0,1,0,105.7,2765,2455,0
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.25,1933,2156,0
